5.7428,5.6932,-1.5062,1.8723,6.4523,7.536,3.4925,0.3376,3.5089,9.0708,-0.4103,0.9893,2.6791,-1.5437,-0.747,3.7652,2.7388,0.5202,-0.6537
4.7952,5.0853,-0.2379,0.8461,5.4088,5.9882,3.3619,0.1386,2.4317,10.413,-0.1842,1.0221,2.4075,-1.7595,-1.0901,3.2253,2.6268,0.5178,-0.6365
3.878,4.4944,0.3314,-0.8302,4.6491,5.4978,2.9293,-0.6164,2.0171,12.553,0.2869,0.8438,2.6506,-1.3141,-1.0118,2.8439,2.2409,0.4083,-0.4681
3.2075,4.1033,0.0058,-2.578,4.298,6.2211,2.2134,-1.6337,2.4785,14.94,0.8466,0.6234,3.3449,-0.3009,-0.5476,2.487,1.7062,0.215,-0.1694
2.9122,3.9779,-1.0203,-3.7581,4.2865,7.7892,1.3483,-2.5078,3.7071,16.939,1.2991,0.5721,4.2148,0.9315,0.095,1.963,1.1923,-0.009,0.1848
2.9896,4.0545,-2.2628,-3.9035,4.4146,9.4905,0.5393,-2.904,5.2966,18.061,1.4904,0.8308,4.8981,1.9341,0.6285,1.126,0.8552,-0.1991,0.494
3.3174,4.1918,-3.1657,-2.8916,4.4579,10.591,-0.0139,-2.7003,6.6809,18.106,1.3704,1.3851,5.101,2.3554,0.8073,-0.032,0.7867,-0.3014,0.6695
3.7138,4.2571,-3.3378,-0.9913,4.2644,10.647,-0.1918,-2.0242,7.3295,17.19,1.008,2.0535,4.712,2.0899,0.525,-1.3491,0.9884,-0.2905,0.6673
4.0153,4.2012,-2.7069,1.2325,3.8028,9.6735,0.007,-1.174,6.9294,15.651,0.5534,2.5569,3.8317,1.3105,-0.1545,-2.5386,1.3789,-0.1762,0.5006
4.1391,4.0855,-1.5307,3.1189,3.1512,8.106,0.4772,-0.4682,5.4893,13.906,0.1682,2.6416,2.7138,0.3754,-1.0379,-3.2967,1.8286,0.0029,0.2298
4.1047,4.0479,-0.2694,4.1421,2.4487,6.5895,1.0594,-0.1016,3.3356,12.31,-0.0451,2.199,1.6539,-0.3424,-1.8918,-3.4251,2.2083,0.1955,-0.0653
4.0083,4.2279,0.6164,4.086,1.842,5.6952,1.6048,-0.0749,1.0061,11.089,-0.08,1.3259,0.8818,-0.6186,-2.5359,-2.9136,2.4323,0.3565,-0.3174
3.9682,4.6883,0.8523,3.1036,1.4514,5.6955,2.0215,-0.2248,-0.9173,10.335,-0.0158,0.2964,0.4994,-0.4595,-2.8971,-1.9461,2.4835,0.4609,-0.4928
4.0653,5.371,0.4447,1.6403,1.3606,6.4849,2.2852,-0.3321,-1.9821,10.057,0.0347,-0.5458,0.4817,-0.0692,-3.0092,-0.8254,2.4101,0.5083,-0.5958
4.3063,6.1083,-0.3487,0.2574,1.6145,7.6645,2.4171,-0.2434,-1.9917,10.229,-0.0115,-0.9264,0.7242,0.2732,-2.9666,0.1465,2.3,0.5175,-0.6545
4.6209,6.6802,-1.1478,-0.5769,2.21,8.734,2.4481,0.0534,-1.048,10.805,-0.1612,-0.7517,1.103,0.3606,-2.8634,0.7807,2.2402,0.5147,-0.6999
4.89,6.8919,-1.6176,-0.6486,3.0749,9.2982,2.3906,0.4364,0.4965,11.718,-0.3404,-0.142,1.5162,0.1555,-2.7515,1.0561,2.2798,0.5194,-0.747
4.9904,6.6358,-1.5999,-0.0548,4.0527,9.198,2.2339,0.7279,2.1623,12.852,-0.4322,0.6256,1.8961,-0.2058,-2.6334,1.0976,2.4062,0.5358,-0.7878
4.8357,5.9164,-1.1619,0.8615,4.9172,8.5259,1.9585,0.7954,3.4998,14.042,-0.3368,1.237,2.1992,-0.4975,-2.4887,1.093,2.5473,0.5509,-0.7986
4.3992,4.8332,-0.5496,1.6657,5.4332,7.5398,1.5571,0.6212,4.23,15.108,-0.0252,1.4698,2.3955,-0.5281,-2.3083,1.1931,2.5968,0.5406,-0.7554
3.7144,3.5377,-0.0763,2.0106,5.4485,6.5314,1.0463,0.3036,4.322,15.909,0.4407,1.2759,2.4714,-0.2395,-2.1159,1.4454,2.455,0.4806,-0.6493
2.859,2.1855,0.0045,1.7687,4.9803,5.7141,0.4631,-0.0053,3.9798,16.394,0.9311,0.7833,2.4454,0.2676,-1.9605,1.7891,2.0709,0.3573,-0.494
1.9298,0.9027,-0.4083,1.067,4.2422,5.1727,-0.1494,-0.1879,3.5424,16.605,1.3027,0.2233,2.3813,0.7917,-1.8864,2.1104,1.4692,0.1755,-0.3222
1.02,-0.2269,-1.2354,0.2141,3.5825,4.8805,-0.7518,-0.2237,3.3348,16.64,1.46,-0.1801,2.3787,1.1363,-1.9021,2.3218,0.7514,-0.0405,-0.1732
0.2034,-1.1614,-2.2555,-0.4436,3.343,4.7552,-1.3056,-0.1939,3.5286,16.579,1.3948,-0.3059,2.5353,1.2098,-1.9662,2.4219,0.0679,-0.253,-0.0784
-0.4734,-1.8951,-3.1883,-0.6739,3.6952,4.7163,-1.7603,-0.2242,4.0711,16.421,1.1853,-0.1753,2.8936,1.0673,-2.0045,2.4997,-0.4291,-0.4217,-0.0512
-0.9928,-2.4569,-3.7905,-0.4539,4.5324,4.7144,-2.0428,-0.4014,4.7147,16.079,0.9579,0.0779,3.4003,0.8785,-1.9474,2.6831,-0.6371,-0.5157,-0.0853
-1.3642,-2.9094,-3.931,0.0309,5.4803,4.728,-2.0683,-0.7093,5.1378,15.437,0.829,0.2869,3.9096,0.8406,-1.7683,3.0587,-0.538,-0.5235,-0.1603
-1.6181,-3.3424,-3.6254,0.48,6.0367,4.7414,-1.777,-1.0218,5.1022,14.447,0.8539,0.3389,4.2374,1.0817,-1.4997,3.6073,-0.2052,-0.4567,-0.2509
-1.7982,-3.8541,-3.0229,0.6176,5.788,4.7275,-1.1854,-1.158,4.5745,13.211,1.0061,0.2278,4.2487,1.6033,-1.2159,4.1962,0.2226,-0.3461,-0.3345
-1.9509,-4.5212,-2.3514,0.3163,4.6074,4.6478,-0.4229,-0.9729,3.7499,12.003,1.1946,0.0501,3.9372,2.2858,-0.9912,4.6331,0.59,-0.232,-0.3948
-2.1132,-5.3676,-1.8403,-0.3516,2.737,4.4707,0.2772,-0.4352,2.9611,11.181,1.3096,-0.0505,3.4514,2.9493,-0.8564,4.7609,0.7771,-0.1513,-0.4214
-2.3043,-6.3488,-1.6443,-1.1559,0.7115,4.1919,0.6438,0.3466,2.5115,11.049,1.2751,0.0411,3.046,3.4357,-0.7777,4.5416,0.7363,-0.1254,-0.4075
-2.5218,-7.3612,-1.7928,-1.8213,-0.8519,3.8425,0.4741,1.165,2.5131,11.704,1.0838,0.3529,2.9739,3.6712,-0.6727,4.0869,0.5006,-0.1547,-0.3493
-2.7444,-8.279,-2.1836,-2.1552,-1.5016,3.477,-0.266,1.803,2.8136,12.96,0.7994,0.813,3.365,3.6809,-0.4562,3.6126,0.1606,-0.2193,-0.2477
-2.9405,-9.0018,-2.6262,-2.1312,-1.128,3.1467,-1.4002,2.128,3.0596,14.39,0.5253,1.2848,4.1537,3.5575,-0.0912,3.3371,-0.1762,-0.2881,-0.1115
-3.0793,-9.4931,-2.9208,-1.8873,0.0144,2.8753,-2.5902,2.148,2.8744,15.477,0.3563,1.6325,5.0936,3.4029,0.3811,3.3725,-0.4266,-0.331,0.0411
-3.1404,-9.7913,-2.9453,-1.6447,1.4417,2.6498,-3.4642,2.0033,2.07,15.819,0.3353,1.7816,5.8592,3.2794,0.8524,3.6619,-0.5568,-0.3307,0.1845
