-3.1593,-1.966,-0.7362,-0.5507,0.5821,-0.5371,0.4276,0.5423,1.874,0.9717,2.4203,1.9197,4.5741,4.6856,5.4012,4.633,-0.9582,-0.4309,1.368
-3.1337,-1.8433,-0.8704,-0.5736,0.2347,-0.531,0.5186,0.4783,1.8873,0.7791,2.4774,1.8971,4.6239,4.6794,5.4536,4.7192,-1.0582,-0.4447,1.4113
-2.8922,-1.5199,-0.894,-0.5691,-0.0861,-0.4628,0.572,0.4164,1.8578,0.63,2.4417,1.8363,4.5164,4.7655,5.2695,4.7211,-1.0756,-0.4506,1.4022
-2.4832,-1.0663,-0.8264,-0.5444,-0.259,-0.3404,0.5802,0.3734,1.8661,0.5907,2.3434,1.764,4.3359,4.919,4.9309,4.6244,-1.0201,-0.4461,1.3573
-2.0021,-0.5894,-0.7121,-0.5147,-0.2199,-0.1961,0.5457,0.3576,1.9741,0.6799,2.2233,1.7046,4.1756,5.084,4.5573,4.4393,-0.9244,-0.4358,1.303
-1.5627,-0.1986,-0.5996,-0.4952,0.0178,-0.0797,0.4812,0.366,2.1947,0.8569,2.1185,1.6729,4.1018,5.1995,4.2619,4.2006,-0.8275,-0.4284,1.2649
-1.261,0.0287,-0.5183,-0.4932,0.3762,-0.0428,0.4098,0.3877,2.4874,1.039,2.0509,1.6718,4.1331,5.2272,4.1139,3.9616,-0.7576,-0.4313,1.2591
-1.146,0.067,-0.467,-0.5051,0.7518,-0.1186,0.3599,0.4098,2.7775,1.1402,2.0237,1.6942,4.2402,5.1681,4.1215,3.7809,-0.721,-0.4457,1.287
-1.2087,-0.0573,-0.4167,-0.5198,1.0599,-0.3088,0.3584,0.4243,2.9911,1.1117,2.0245,1.7281,4.3651,5.059,4.2387,3.7047,-0.7044,-0.4647,1.3368
-1.3924,-0.2862,-0.329,-0.5278,1.2651,-0.5811,0.4217,0.4307,3.0873,0.9634,2.0346,1.7604,4.4485,4.9524,4.3923,3.7521,-0.6857,-0.4768,1.3896
-1.6192,-0.5571,-0.1798,-0.5297,1.3853,-0.8809,0.5478,0.4358,3.0735,0.7588,2.038,1.7807,4.4553,4.8908,4.5147,3.9064,-0.6502,-0.4716,1.4275
-1.8202,-0.8256,0.0234,-0.5389,1.4688,-1.1502,0.714,0.4492,2.9967,0.5836,2.0277,1.7828,4.3851,4.887,4.5692,4.1183,-0.6012,-0.4448,1.4398
-1.9571,-1.0739,0.2391,-0.5753,1.5613,-1.3466,0.8806,0.4774,2.9175,0.5056,2.0065,1.7649,4.2676,4.9214,4.5581,4.3201,-0.5594,-0.4016,1.425
-2.0281,-1.3022,0.4068,-0.6535,1.6779,-1.4539,1.0021,0.5201,2.8779,0.5444,1.9824,1.7287,4.1436,4.9548,4.5122,4.4461,-0.5519,-0.3536,1.3888
-2.0562,-1.5123,0.4731,-0.7695,1.7946,-1.4818,1.0403,0.5686,2.8806,0.6647,1.9614,1.6779,4.0438,4.9491,4.4686,4.4524,-0.595,-0.3134,1.3385
-2.0699,-1.6934,0.4168,-0.8968,1.8623,-1.4558,0.977,0.6085,2.888,0.7958,1.9423,1.6172,3.9737,4.8847,4.4483,4.3296,-0.6813,-0.2886,1.278
-2.0857,-1.8187,0.2606,-0.9926,1.8345,-1.4044,0.8204,0.6244,2.8412,0.8665,1.9155,1.55,3.9122,4.7665,4.4442,4.1039,-0.7785,-0.278,1.2062
-2.1011,-1.8566,0.0642,-1.016,1.6928,-1.348,0.6024,0.6046,2.6893,0.8383,1.8672,1.4785,3.8237,4.6164,4.4253,3.8258,-0.8412,-0.2733,1.1193
-2.1012,-1.7898,-0.1003,-0.9485,1.4573,-1.2964,0.3693,0.545,2.4146,0.7202,1.787,1.4033,3.6779,4.4586,4.3543,3.5531,-0.8323,-0.2639,1.0162
-2.0737,-1.6312,-0.1782,-0.808,1.1765,-1.2526,0.1681,0.4504,2.0421,0.5601,1.675,1.3258,3.4678,4.3066,4.2085,3.3326,-0.7435,-0.2431,0.9046
-2.0248,-1.428,-0.1569,-0.6483,0.9028,-1.2206,0.0321,0.3329,1.6286,0.4167,1.5457,1.2503,3.2173,4.1605,3.996,3.1889,-0.6045,-0.2118,0.8026
-1.9853,-1.2504,-0.0722,-0.5419,0.6662,-1.2122,-0.0273,0.2084,1.2377,0.3278,1.4238,1.1854,2.9754,4.0139,3.7561,3.1217,-0.4759,-0.1778,0.7366
-2.0046,-1.1683,0.005,-0.5538,0.4598,-1.2481,-0.0221,0.0929,0.9126,0.2906,1.3367,1.1445,2.7981,3.867,3.5461,3.1137,-0.4279,-0.1515,0.7327
-2.1348,-1.2274,-0.0031,-0.7152,0.2456,-1.3531,0.017,-0.0015,0.6597,0.2631,1.3034,1.1421,2.7271,3.7349,3.4186,3.1419,-0.5131,-0.1396,0.8075
-2.4097,-1.4353,-0.1509,-1.0105,-0.0234,-1.5475,0.0525,-0.0698,0.4502,0.1862,1.3275,1.1898,2.7736,3.6466,3.4004,3.1892,-0.7457,-0.1409,0.9606
-2.8302,-1.7624,-0.4479,-1.383,-0.3758,-1.8387,0.0512,-0.1145,0.2391,0.0147,1.3953,1.2905,2.9147,3.6317,3.4829,3.2502,-1.0955,-0.1468,1.1732
-3.3599,-2.1566,-0.8556,-1.7568,-0.8019,-2.2165,-0.0052,-0.1448,-0.0081,-0.2587,1.4828,1.4356,3.1035,3.7031,3.6275,3.3294,-1.5002,-0.1455,1.4136
-3.9334,-2.5633,-1.3014,-2.0666,-1.2531,-2.6541,-0.1147,-0.174,-0.2941,-0.5966,1.5661,1.6062,3.2887,3.8435,3.7836,3.4343,-1.8889,-0.1288,1.648
-4.4732,-2.9408,-1.7044,-2.2808,-1.659,-3.1143,-0.2566,-0.2147,-0.5833,-0.9329,1.6324,1.7781,3.4339,4.0064,3.9115,3.5659,-2.2072,-0.0964,1.8507
-4.9099,-3.265,-2.0017,-2.4099,-1.957,-3.5574,-0.3982,-0.2749,-0.8151,-1.2008,1.6848,1.9301,3.5302,4.1315,3.9984,3.7137,-2.434,-0.0572,2.0125
-5.1983,-3.525,-2.1657,-2.4961,-2.1192,-3.9494,-0.5059,-0.3544,-0.9301,-1.3611,1.7398,2.0512,3.5946,4.1699,4.0615,3.8564,-2.5818,-0.0242,2.1399
-5.3275,-3.7137,-2.2087,-2.5893,-2.1648,-4.2673,-0.557,-0.4443,-0.898,-1.4174,1.8173,2.1441,3.6573,4.107,4.1373,3.9701,-2.6848,-0.0085,2.2496
-5.3215,-3.8227,-2.174,-2.7225,-2.1533,-4.5005,-0.5485,-0.5283,-0.7359,-1.4098,1.9282,2.2228,3.7432,3.9713,4.2622,4.0396,-2.7785,-0.0131,2.3581
-5.2323,-3.8454,-2.1181,-2.8955,-2.1609,-4.6502,-0.4992,-0.5872,-0.5066,-1.3935,2.0663,2.3057,3.8562,3.8253,4.4529,4.0679,-2.8842,-0.0313,2.4732
-5.1265,-3.7849,-2.0927,-3.0752,-2.2509,-4.7256,-0.4444,-0.6047,-0.2986,-1.4108,2.2068,2.4062,3.9741,3.7395,4.6965,4.0784,-3.0013,-0.0502,2.5892
-5.068,-3.6617,-2.1292,-3.2118,-2.4499,-4.74,-0.4236,-0.5722,-0.1949,-1.4718,2.3156,2.5249,4.0553,3.7632,4.9529,4.1067,-3.112,-0.0575,2.6899
-5.0989,-3.5126,-2.2311,-3.2606,-2.7392,-4.7059,-0.4653,-0.492,-0.243,-1.5519,2.3621,2.6474,4.0551,3.9024,5.1679,4.186,-3.1924,-0.048,2.7552
-5.2243,-3.3784,-2.3736,-3.2014,-3.0624,-4.6318,-0.574,-0.3772,-0.438,-1.607,2.3328,2.7482,3.9441,4.1162,5.291,4.3283,-3.2246,-0.0267,2.7696
-5.4052,-3.2842,-2.5102,-3.0466,-3.3465,-4.5209,-0.7256,-0.2491,-0.7254,-1.5977,2.2371,2.7993,3.7201,4.3325,5.29,4.513,-3.2022,-0.0059,2.728
-5.5652,-3.224,-2.5847,-2.8352,-3.526,-4.3724,-0.8727,-0.1324,-1.0215,-1.5115,2.1042,2.7803,3.4103,4.4756,5.158,4.6868,-3.1293,0.0006,2.6368
-5.612,-3.1587,-2.5466,-2.6166,-3.5623,-4.186,-0.9605,-0.0498,-1.2438,-1.3712,1.9716,2.6857,3.0616,4.4943,4.9113,4.7782,-3.0148,-0.0144,2.5098
-5.4696,-3.033,-2.3675,-2.4337,-3.4517,-3.9689,-0.9468,-0.0175,-1.3386,-1.2262,1.8704,2.5272,2.7259,4.3783,4.5818,4.723,-2.8662,-0.0485,2.363
-5.1106,-2.8054,-2.053,-2.3112,-3.222,-3.74,-0.8181,-0.0426,-1.2965,-1.1311,1.8147,2.3303,2.4446,4.1581,4.2089,4.4906,-2.6893,-0.0893,2.2097
-4.5763,-2.478,-1.6478,-2.2533,-2.9204,-3.5321,-0.5975,-0.1218,-1.1508,-1.1213,1.799,2.1262,2.2398,3.8891,3.8329,4.1008,-2.4916,-0.1213,2.0588
-3.9735,-2.11,-1.228,-2.2503,-2.5988,-3.3862,-0.338,-0.2426,-0.9602,-1.1985,1.8038,1.9434,2.1132,3.6297,3.4913,3.6225,-2.2884,-0.1322,1.9163
