4.3137,0.0843,-2.2912,-1.3043,1.594,1.7684,-0.4369,0.3871,0.2889,1.6483,2.0141,0.8958,-0.0094,5.2537,3.5594,5.4125,-1.2855,-0.5885,1.2874
4.3102,-0.3015,-2.2193,-0.9021,1.7958,2.0193,-0.4836,0.5644,0.947,2.9564,1.9873,1.0719,0.0225,5.5891,3.6029,5.2878,-1.1695,-0.5337,1.3084
4.2129,-0.8776,-2.2044,-0.637,2.0328,2.1672,-0.4437,0.7194,1.5545,3.8361,2.0729,1.3213,0.1568,5.917,3.6952,5.1992,-1.1563,-0.5531,1.3792
4.0698,-1.472,-2.1977,-0.5242,2.2868,2.2391,-0.3008,0.842,1.9113,3.9358,2.2331,1.6143,0.3684,6.1364,3.7929,5.1441,-1.2013,-0.6187,1.4876
3.9109,-1.9047,-2.162,-0.5444,2.4965,2.242,-0.0776,0.9149,1.8769,3.2022,2.3928,1.8894,0.5597,6.1634,3.8245,5.0797,-1.2552,-0.6941,1.5997
3.7472,-2.0592,-2.0838,-0.6542,2.5875,2.1608,0.1644,0.9219,1.4347,1.899,2.4687,2.0729,0.6067,5.9636,3.72,4.9438,-1.2828,-0.7477,1.6728
3.5762,-1.9313,-1.9792,-0.8078,2.5097,1.9685,0.3424,0.86,0.6992,0.4785,2.4016,2.1071,0.4158,5.5651,3.44,4.6828,-1.2771,-0.7648,1.6718
3.3891,-1.6335,-1.8909,-0.9778,2.2622,1.6434,0.3825,0.7461,-0.1338,-0.627,2.1798,1.9727,-0.0326,5.0475,2.9933,4.2782,-1.2626,-0.7515,1.5845
3.176,-1.3492,-1.8757,-1.1658,1.8956,1.1855,0.2492,0.6144,-0.8704,-1.1898,1.8433,1.6994,-0.6759,4.5116,2.435,3.7582,-1.2863,-0.7315,1.4276
2.9283,-1.2549,-1.9857,-1.3972,1.4895,0.6243,-0.0373,0.5035,-1.3921,-1.2604,1.4695,1.3574,-1.3952,4.0433,1.8497,3.1911,-1.3976,-0.7357,1.2414
2.6395,-1.4446,-2.247,-1.7008,1.1188,0.0154,-0.4048,0.4385,-1.6877,-1.0982,1.1445,1.0342,-2.0639,3.6886,1.3252,2.6626,-1.6246,-0.789,1.0758
2.3082,-1.8878,-2.644,-2.0861,0.8242,-0.5734,-0.7524,0.4167,-1.8319,-1.0046,0.9343,0.8045,-2.5938,3.4455,0.9295,2.2475,-1.9574,-0.8998,0.9723
1.9414,-2.4423,-3.1157,-2.5275,0.6008,-1.0806,-0.9849,0.4048,-1.9274,-1.1497,0.8661,0.7057,-2.9576,3.2779,0.6971,1.9866,-2.3448,-1.0552,0.9498
1.5578,-2.9158,-3.5682,-2.9676,0.4081,-1.4674,-1.0444,0.3516,-2.0423,-1.4843,0.9259,0.7285,-3.1808,3.14,0.6285,1.8774,-2.7085,-1.2244,1
1.1867,-3.1489,-3.9017,-3.3377,0.1955,-1.7268,-0.9269,0.212,-2.1759,-1.7815,1.0716,0.8256,-3.3101,3.0025,0.6995,1.8835,-2.9707,-1.3684,1.093
0.8595,-3.0822,-4.0446,-3.5875,-0.0715,-1.8825,-0.6806,-0.0279,-2.2672,-1.7833,1.2542,0.9347,-3.3767,2.8656,0.8752,1.9545,-3.0836,-1.4518,1.1922
0.5969,-2.7773,-3.9818,-3.709,-0.3971,-1.9789,-0.3862,-0.3361,-2.2373,-1.3687,1.4363,1.0055,-3.375,2.7574,1.1209,2.0509,-3.0498,-1.4545,1.2695
0.3962,-2.3835,-3.7657,-3.7414,-0.7577,-2.066,-0.1305,-0.6391,-2.041,-0.6512,1.6006,1.0207,-3.2669,2.7181,1.4076,2.1596,-2.9232,-1.3765,1.3157
0.2267,-2.0669,-3.5029,-3.7537,-1.1182,-2.1834,0.0177,-0.8461,-1.6985,0.0507,1.746,0.9997,-3.0104,2.7786,1.7116,2.2952,-2.7887,-1.2376,1.3419
0.0386,-1.9362,-3.3199,-3.811,-1.4518,-2.3481,0.0218,-0.8836,-1.2917,0.3613,1.876,0.987,-2.5947,2.9431,2.0105,2.4867,-2.7286,-1.0692,1.3705
-0.2167,-2.0001,-3.3185,-3.9405,-1.7494,-2.5492,-0.1197,-0.7265,-0.9286,0.0384,1.985,1.0274,-2.0649,3.184,2.2788,2.7546,-2.7888,-0.9044,1.4214
-0.5615,-2.175,-3.538,-4.1151,-2.0178,-2.751,-0.3797,-0.4127,-0.6962,-0.8891,2.0531,1.1426,-1.5202,3.449,2.4876,3.0909,-2.9586,-0.7683,1.4993
-0.9745,-2.3369,-3.9406,-4.2618,-2.2647,-2.9038,-0.713,-0.0317,-0.6255,-2.1102,2.0508,1.3174,-1.0849,3.6774,2.6081,3.4512,-3.1739,-0.6714,1.5897
-1.3909,-2.3882,-4.4249,-4.2939,-2.4849,-2.9593,-1.0669,0.3072,-0.6862,-3.1568,1.9521,1.503,-0.8636,3.8197,2.6185,3.763,-3.3426,-0.6107,1.6631
-1.7229,-2.3066,-4.8636,-4.1518,-2.6547,-2.8869,-1.3899,0.5154,-0.8084,-3.6075,1.7509,1.6371,-0.9009,3.8508,2.5128,3.95,-3.382,-0.5737,1.689
-1.8937,-2.1499,-5.1508,-3.8337,-2.7414,-2.6842,-1.6403,0.5577,-0.9195,-3.2719,1.47,1.6704,-1.1621,3.7767,2.3067,3.961,-3.2528,-0.5473,1.6506
-1.8716,-2.017,-5.2393,-3.3998,-2.7236,-2.3796,-1.7938,0.4621,-0.9747,-2.2698,1.1601,1.5899,-1.5453,3.6289,2.0395,3.7922,-2.9753,-0.5254,1.5551
-1.687,-1.9877,-5.1535,-2.9489,-2.6122,-2.0239,-1.8499,0.3042,-0.9674,-0.9701,0.8853,1.4259,-1.9182,3.4534,1.7692,3.4927,-2.6214,-0.512,1.4328
-1.4245,-2.0747,-4.9752,-2.5769,-2.4588,-1.6737,-1.8334,0.1708,-0.9209,0.1769,0.7026,1.2405,-2.1659,3.2946,1.5602,3.1488,-2.2869,-0.5211,1.3269
-1.192,-2.2154,-4.8088,-2.3365,-2.3449,-1.3735,-1.789,0.1217,-0.8685,0.8297,0.6422,1.1017,-2.2293,3.1807,1.4665,2.8534,-2.0557,-0.5701,1.2754
-1.0786,-2.3096,-4.742,-2.2179,-2.3538,-1.1426,-1.7677,0.1632,-0.8378,0.879,0.6964,1.0531,-2.1212,3.1139,1.5141,2.6715,-1.9717,-0.6719,1.2948
-1.1207,-2.2818,-4.8202,-2.1593,-2.5375,-0.9735,-1.8089,0.2483,-0.8473,0.4532,0.8233,1.0937,-1.9135,3.0679,1.6896,2.6153,-2.0296,-0.8282,1.3718
